customer_id,customer_name,city,state,customer_status,order_id,order_value,product_name,product_category,order_date,order_status,promotion_applied,seller_id,seller_name,seller_city,seller_rating
CUST10131,Avi Ramesh,Gwalior,Rajasthan,active,ORD100066,17681.31,Remote Car,Toys & Games,2025-04-18 10:41:01,processing,yes,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10187,Triya Gopal,Bhilwara,Madhya Pradesh,active,ORD100067,4051.54,Remote Car,Toys & Games,2025-01-29 19:03:30,fulfilled,no,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10393,Zansi Dhar,Bidhannagar,Assam,new,ORD100816,23308.24,Cricket Bat,Sports,2025-12-02 19:52:30,fulfilled,yes,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10158,Upasna Hari,Aurangabad,Manipur,dormant,ORD100211,16487.49,Sneakers,Footwear,2025-05-14 03:06:03,processing,no,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10781,Raagini Pandya,Bulandshahr,Manipur,inactive,ORD100012,7368.81,Headphones,Electronics,2026-03-22 11:50:47,fulfilled,yes,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10564,Ekansh Palla,Moradabad,Telangana,dormant,ORD100493,43665.45,Tablet,Electronics,2024-05-21 12:38:42,fulfilled,yes,SELL1007,Rai Inc Retail,Hapur,3.6
CUST10767,Ayushman Savant,Hyderabad,Tamil Nadu,inactive,ORD101164,13310.64,Cookware Set,Home & Kitchen,2026-02-05 18:17:36,returned,yes,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10383,Nicholas Shanker,Gaya,Andhra Pradesh,dormant,ORD100299,36739.9,Cookbook,Books,2025-12-13 16:18:55,fulfilled,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10718,Kevin Krish,Pondicherry,Uttarakhand,new,ORD100410,36337.4,Cricket Bat,Sports,2024-11-28 19:31:02,processing,yes,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10136,Caleb Dayal,Patna,Gujarat,new,ORD100756,5968.04,Kurta,Fashion,2024-08-11 16:24:55,fulfilled,no,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10594,Parth Kala,Gandhidham,Maharashtra,active,ORD101074,12897.77,Badminton Racket,Sports,2024-12-04 01:22:06,fulfilled,yes,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10149,Nachiket Chhabra,Vijayawada,Sikkim,inactive,ORD100695,41077.61,Formal Shoes,Footwear,2025-10-17 19:53:01,returned,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10709,Vasudha Dayal,Kollam,Goa,new,ORD101150,30046.46,Earphones,Mobile Accessories,2025-09-03 00:44:32,lost_parcel,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10777,Krishna Zacharia,Gudivada,Punjab,new,ORD100723,23569.34,Fiction Novel,Books,2025-05-10 03:20:55,fulfilled,yes,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10476,Hema Gera,Bhopal,Telangana,dormant,ORD101015,42736.21,Fiction Novel,Books,2026-02-12 05:31:28,fulfilled,yes,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10471,Dalbir Krish,Sirsa,Arunachal Pradesh,new,ORD100527,29200.93,Jeans,Fashion,2026-05-03 14:06:07,fulfilled,yes,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10099,Sai Kadakia,Hapur,Sikkim,dormant,ORD100599,2982.69,Cookbook,Books,2024-08-31 13:56:33,returned,no,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10082,Gaurav Bail,Ujjain,Madhya Pradesh,new,ORD101119,43557.31,Hair Oil,Beauty,2026-01-15 23:33:24,fulfilled,yes,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10239,Naveen Baral,Dhule,Tamil Nadu,active,ORD100566,19318.8,Cookbook,Books,2026-05-15 07:27:39,fulfilled,no,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10467,Adya Buch,Mathura,Mizoram,new,ORD100730,25679.75,Jacket,Fashion,2026-01-04 08:47:21,fulfilled,no,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10460,Jasmit Dhawan,Madanapalle,Mizoram,dormant,ORD100273,34532.26,Puzzle,Toys & Games,2025-03-28 07:09:36,fulfilled,yes,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10433,Faris Nayak,Kottayam,Sikkim,new,ORD100966,10665.42,Tablet,Electronics,2025-02-27 06:02:15,fulfilled,no,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10100,Damini Sehgal,Rourkela,Tamil Nadu,dormant,ORD100237,37191.24,Sneakers,Footwear,2025-04-30 07:48:52,fulfilled,no,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10731,Reva Dalal,Bhagalpur,Uttar Pradesh,new,ORD100405,28494.35,Charger,Mobile Accessories,2025-12-14 10:51:54,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10234,Kashvi Edwin,Khora ,Karnataka,new,ORD100002,26107.22,T-Shirt,Fashion,2025-06-04 01:01:59,processing,yes,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10275,Siddharth Zacharia,Bijapur,Madhya Pradesh,active,ORD100006,10537.68,Headphones,Electronics,2025-10-24 05:54:53,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10090,Gavin Uppal,Pimpri-Chinchwad,Manipur,inactive,ORD100311,16387.67,Fiction Novel,Books,2024-08-31 00:22:59,fulfilled,no,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10394,Ansh Bajaj,Hubli–Dharwad,Manipur,inactive,ORD101090,18852.27,Bed Sheet,Home & Kitchen,2024-10-21 12:42:44,fulfilled,yes,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10668,Jyoti Iyer,Phusro,Uttar Pradesh,dormant,ORD100451,38612.73,Lipstick,Beauty,2025-01-11 14:02:33,fulfilled,yes,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10742,Karan Vyas,Bhopal,Arunachal Pradesh,active,ORD100721,37049.41,Power Bank,Mobile Accessories,2025-10-17 22:12:53,fulfilled,yes,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10177,Shivani Varghese,Junagadh,Assam,dormant,ORD100215,9247.17,Mixer Grinder,Home & Kitchen,2026-04-27 17:48:18,processing,no,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10071,Aarush Rattan,Farrukhabad,Karnataka,dormant,ORD101085,6071.58,Doll,Toys & Games,2025-08-10 18:37:36,processing,yes,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10556,Ekapad Konda,Anantapuram,Goa,active,ORD100027,10030.45,Tablet,Electronics,2025-04-25 21:06:53,returned,yes,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10317,Benjamin Tripathi,Rourkela,Rajasthan,active,ORD101157,6819.57,Tablet,Electronics,2024-08-20 05:32:53,fulfilled,no,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10073,Lajita Dube,Ratlam,Kerala,inactive,ORD100361,36824.59,Remote Car,Toys & Games,2024-08-11 07:00:56,fulfilled,yes,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10283,Nicholas Dhillon,Faridabad,Maharashtra,active,ORD100822,13189.55,T-Shirt,Fashion,2025-01-14 19:27:29,fulfilled,no,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10677,Mohini Lala,Silchar,Mizoram,inactive,ORD100780,29255.98,Mixer Grinder,Home & Kitchen,2025-04-23 00:15:49,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10283,Maanas Misra,Hyderabad,Nagaland,active,ORD100628,28590.66,Cricket Bat,Sports,2026-03-30 23:35:59,fulfilled,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10358,Matthew Ahuja,Nagpur,Haryana,dormant,ORD100453,32159.21,Cookbook,Books,2025-07-15 03:53:48,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10072,Ekbal Singhal,Nellore,Uttarakhand,active,ORD100738,37044.25,Water Bottle,Home & Kitchen,2024-11-30 18:34:53,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10767,Ikshita Sharaf,Bellary,Manipur,new,ORD100535,24310.23,Kurta,Fashion,2025-01-10 05:09:18,fulfilled,yes,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10531,Indali Bhalla,Shahjahanpur,Haryana,inactive,ORD101049,27268.43,Exam Guide,Books,2025-10-05 21:54:07,fulfilled,yes,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10064,Chatresh Parmer,Shivpuri,Chhattisgarh,inactive,ORD100398,36233.99,Mixer Grinder,Home & Kitchen,2024-10-19 02:13:16,fulfilled,no,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10508,Girik Thakkar,Guntakal,Odisha,inactive,ORD100256,18978.88,Mixer Grinder,Home & Kitchen,2024-09-17 07:09:07,processing,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10599,Xavier Bedi,Muzaffarpur,Arunachal Pradesh,dormant,ORD100291,33433.72,Headphones,Electronics,2024-08-06 08:35:16,fulfilled,yes,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10389,Charita Shankar,Srinagar,Andhra Pradesh,active,ORD100025,21816.2,Board Game,Toys & Games,2025-05-11 11:49:25,processing,no,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10633,Lajita Shukla,Aizawl,Himachal Pradesh,inactive,ORD100336,26538.7,Football,Sports,2025-02-23 21:01:26,returned,no,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10549,Gaurang Tara,Satna,Bihar,active,ORD100584,36067.01,Puzzle,Toys & Games,2025-06-10 20:28:25,returned,no,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10524,Joshua Handa,Nadiad,Sikkim,active,ORD100047,15751.56,Badminton Racket,Sports,2025-12-22 15:00:05,fulfilled,yes,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10329,Udant Aggarwal,Bihar Sharif,Manipur,inactive,ORD100318,36751.57,Formal Shoes,Footwear,2025-10-25 15:42:35,fulfilled,yes,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10125,Amruta Baria,Nandyal,Mizoram,active,ORD100106,41766.9,Bracelet,Jewelry,2025-10-08 13:46:46,processing,yes,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10446,Ati Kar,Mau,Madhya Pradesh,new,ORD100798,2714.09,Football,Sports,2025-10-12 18:51:29,fulfilled,no,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10645,Chandresh Krish,Sirsa,Chhattisgarh,inactive,ORD100055,27623.56,Jacket,Fashion,2026-02-02 00:15:02,returned,no,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10355,Deepa Mand,Navi Mumbai,West Bengal,dormant,ORD100522,44849.41,Smartphone,Electronics,2024-11-13 14:11:48,fulfilled,yes,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10191,Zashil Ben,Serampore,Nagaland,dormant,ORD100213,11456.89,T-Shirt,Fashion,2026-05-16 05:15:24,fulfilled,yes,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10081,Manthan Sekhon,Hapur,Karnataka,dormant,ORD100120,25596.55,Cookware Set,Home & Kitchen,2025-07-23 05:14:55,fulfilled,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10140,Baljiwan Ramakrishnan,Saharanpur,Tamil Nadu,active,ORD100917,34360.06,Bed Sheet,Home & Kitchen,2025-01-31 17:15:19,fulfilled,no,SELL1020,Rastogi-Pathak Retail,Durgapur,4.7
CUST10087,Dayita Shetty,Karaikudi,Maharashtra,inactive,ORD101067,25839.83,Football,Sports,2025-04-13 07:46:09,returned,no,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10520,Siddharth Bava,North Dumdum,Uttar Pradesh,active,ORD101117,4400.74,Formal Shoes,Footwear,2024-07-02 16:00:37,fulfilled,no,SELL1007,Rai Inc Retail,Hapur,3.6
CUST10621,Tejas Shroff,Arrah,Goa,active,ORD100072,21086.48,Exam Guide,Books,2025-09-03 03:25:15,returned,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10682,Eshana Saini,Anantapur,Haryana,active,ORD100947,36108.99,Self Help Book,Books,2026-01-15 13:54:51,returned,yes,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10448,Hamsini Bhasin,Raurkela Industrial Township,Rajasthan,inactive,ORD100746,29282.65,Bed Sheet,Home & Kitchen,2024-09-17 02:00:36,fulfilled,no,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10348,Amara Rana,Raiganj,Tripura,dormant,ORD100715,3258.79,Water Bottle,Home & Kitchen,2026-03-21 16:38:27,fulfilled,yes,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10607,Vrishti Parmer,Dehradun,Uttar Pradesh,inactive,ORD100557,1302.36,Laptop,Electronics,2025-03-29 20:31:40,fulfilled,yes,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10193,Reva Nadig,Visakhapatnam,Himachal Pradesh,dormant,ORD101081,42706.51,Saree,Fashion,2026-03-24 12:27:37,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10106,Upma Soni,Guna,Arunachal Pradesh,active,ORD101045,20596.69,Yoga Mat,Sports,2025-03-20 12:42:15,fulfilled,yes,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10386,Netra Sanghvi,Yamunanagar,Andhra Pradesh,inactive,ORD100552,16628.13,Saree,Fashion,2024-06-18 20:00:48,fulfilled,no,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10742,Sachi Rai,Motihari,Himachal Pradesh,new,ORD100561,28157.19,Screen Guard,Mobile Accessories,2025-05-24 00:09:04,processing,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10076,Harshil Munshi,Dewas,Chhattisgarh,new,ORD100424,13481.71,Football,Sports,2025-03-13 19:11:59,fulfilled,no,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10102,Omisha Sharma,Bhiwandi,Uttarakhand,new,ORD101013,8410.35,Headphones,Electronics,2024-08-30 11:06:25,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10663,Odika Mital,Ghaziabad,Nagaland,active,ORD100325,5187.92,Hair Oil,Beauty,2025-08-23 02:14:13,fulfilled,no,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10121,Madhavi Chhabra,Morbi,Assam,active,ORD100923,4280.13,Yoga Mat,Sports,2026-04-08 02:21:01,returned,no,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10201,Saumya Purohit,Jodhpur,Sikkim,dormant,ORD100316,32523.93,Bracelet,Jewelry,2025-10-16 13:28:10,fulfilled,no,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10397,Qarin Nadkarni,Ludhiana,Tripura,new,ORD100803,6778.02,Running Shoes,Footwear,2025-01-23 01:31:37,fulfilled,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10135,Jalsa Korpal,Bettiah,Maharashtra,new,ORD101162,12920.96,Perfume,Beauty,2026-01-21 23:31:39,returned,yes,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10234,Rushil Mahal,Madhyamgram,Mizoram,new,ORD100528,2724.84,Fiction Novel,Books,2025-03-24 20:18:10,fulfilled,no,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10095,Kai Taneja,Kumbakonam,Uttar Pradesh,new,ORD100836,27902.85,Perfume,Beauty,2024-10-07 06:28:34,fulfilled,yes,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10592,Fariq Edwin,Ambattur,Karnataka,new,ORD100714,25552.5,Cricket Bat,Sports,2025-01-21 15:48:03,returned,no,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10616,Charles Ganesh,Silchar,Meghalaya,inactive,ORD100900,37119.69,Water Bottle,Home & Kitchen,2025-01-09 14:39:10,fulfilled,yes,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10797,Matthew Kashyap,Jamnagar,Tamil Nadu,dormant,ORD100060,20417.57,Hair Oil,Beauty,2024-11-02 17:07:59,fulfilled,no,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10342,Eshana Soni,Panvel,Himachal Pradesh,dormant,ORD100722,482.72,Tablet,Electronics,2025-07-20 14:23:15,lost_parcel,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10583,Jonathan Swaminathan,Ahmedabad,Odisha,active,ORD100092,13590.98,Running Shoes,Footwear,2024-12-27 09:13:54,fulfilled,yes,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10782,Manthan Dugar,Raipur,Andhra Pradesh,new,ORD100857,6513.06,Bracelet,Jewelry,2025-09-16 09:17:53,fulfilled,no,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10193,Vidhi Bassi,Nellore,Karnataka,active,ORD100618,13024.34,Screen Guard,Mobile Accessories,2025-06-23 16:27:14,fulfilled,no,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10592,Daksh Andra,Gwalior,Meghalaya,new,ORD100351,37332.97,Doll,Toys & Games,2026-03-08 02:51:07,fulfilled,no,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10325,Dev Jain,Naihati,Uttar Pradesh,dormant,ORD100932,41885.54,Gold Necklace,Jewelry,2026-02-28 18:59:32,fulfilled,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10147,Manbir Kibe,Chapra,Tamil Nadu,inactive,ORD100280,26112.7,Yoga Mat,Sports,2024-08-13 21:21:48,fulfilled,no,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10272,Vivaan Sanghvi,Bareilly,Andhra Pradesh,inactive,ORD100420,37028.1,Badminton Racket,Sports,2024-11-02 07:13:17,fulfilled,yes,SELL1000,"Choudhury, Bakshi and Maharaj Retail",Rajahmundry,4.5
CUST10211,Meera Prakash,North Dumdum,Chhattisgarh,active,ORD101114,38157.83,Football,Sports,2024-06-11 23:01:20,processing,yes,SELL1007,Rai Inc Retail,Hapur,3.6
CUST10672,Vedant Parekh,Bhiwani,Goa,active,ORD100359,2613.94,Self Help Book,Books,2025-10-30 11:11:34,returned,yes,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10560,Abhiram Oza,Bhusawal,Tamil Nadu,dormant,ORD100422,39839.36,Silver Earrings,Jewelry,2024-08-31 04:41:09,fulfilled,no,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10789,Baljiwan Rajagopalan,Srikakulam,Rajasthan,inactive,ORD100678,38857.53,Self Help Book,Books,2025-06-29 05:00:35,fulfilled,yes,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10435,Krishna Viswanathan,Malegaon,Gujarat,active,ORD100526,28323.54,Lipstick,Beauty,2026-03-31 07:18:37,fulfilled,no,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10524,Eiravati Kanda,Parbhani,Arunachal Pradesh,active,ORD100477,28138.68,Bed Sheet,Home & Kitchen,2026-02-07 15:09:48,fulfilled,yes,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10352,Rayaan Lata,Shimla,Madhya Pradesh,dormant,ORD101094,20958.35,Jacket,Fashion,2024-08-29 15:51:14,lost_parcel,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10185,Laksh Kumer,Khammam,Bihar,inactive,ORD100182,23028.94,Headphones,Electronics,2024-05-26 12:51:30,fulfilled,no,SELL1009,Memon Ltd Retail,Gangtok,3.5
CUST10281,Om Bawa,Tadipatri,Maharashtra,new,ORD101091,17891.14,Laptop,Electronics,2025-08-29 20:53:39,fulfilled,yes,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10232,Kevin Ram,Ambarnath,Nagaland,new,ORD100432,2293.42,Silver Earrings,Jewelry,2025-11-01 23:43:30,fulfilled,yes,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10520,Suhani Chakrabarti,Nizamabad,Karnataka,new,ORD100110,38921.87,Cookbook,Books,2024-08-18 13:41:51,returned,no,SELL1010,Boase Inc Retail,Ramagundam,3.8
CUST10075,Hredhaan Deshmukh,Chennai,Madhya Pradesh,active,ORD100370,16633.3,Bed Sheet,Home & Kitchen,2025-02-02 13:44:24,fulfilled,yes,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10468,Falan Ravi,Anand,Uttar Pradesh,inactive,ORD100239,2038.49,Badminton Racket,Sports,2025-12-23 23:52:26,fulfilled,yes,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10002,Mitali Chaudhary,Allahabad,Gujarat,active,ORD100708,39799.65,Hair Oil,Beauty,2026-02-11 15:25:51,fulfilled,yes,SELL1006,Dugal-Kale Retail,Kota,4.8
CUST10487,Jatin Barman,Chapra,Punjab,inactive,ORD100629,698.17,Tablet,Electronics,2025-03-22 14:58:40,fulfilled,yes,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10104,Chakradhar Dasgupta,Berhampore,Sikkim,new,ORD100593,827.36,Perfume,Beauty,2025-08-21 06:24:43,fulfilled,no,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10279,Lucky Choudhry,Srinagar,Kerala,dormant,ORD100485,8473.45,Doll,Toys & Games,2025-11-18 18:18:10,fulfilled,no,SELL1014,"Garg, Walla and Konda Retail",Surendranagar Dudhrej,4.5
CUST10190,Diya Anand,Bhagalpur,Madhya Pradesh,inactive,ORD100700,28003.16,Power Bank,Mobile Accessories,2025-08-14 19:32:26,fulfilled,no,SELL1001,Chaudry Ltd Retail,Gudivada,3.5
CUST10489,Harini Dhawan,Imphal,Telangana,new,ORD100261,4176.27,Jeans,Fashion,2026-03-20 02:48:56,processing,yes,SELL1004,Saini and Sons Retail,Giridih,4.6
CUST10213,Amaira Walla,Muzaffarnagar,Odisha,dormant,ORD100479,13501.49,Tablet,Electronics,2026-03-09 00:45:39,fulfilled,yes,SELL1015,Madan-Kanda Retail,Pimpri-Chinchwad,4.3
CUST10036,Balveer Naik,Saharsa,Rajasthan,new,ORD100649,20302.69,Board Game,Toys & Games,2026-02-23 22:30:23,fulfilled,yes,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10711,Chakrika Dua,Ozhukarai,Haryana,inactive,ORD100339,19209.26,Bracelet,Jewelry,2025-03-11 13:29:20,fulfilled,no,SELL1017,Kakar PLC Retail,Rajpur Sonarpur,4.4
CUST10716,Bhanumati Rege,Maheshtala,Andhra Pradesh,active,ORD100668,24830.91,Formal Shoes,Footwear,2025-11-22 08:15:17,fulfilled,yes,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10270,Nathan Suri,Bikaner,Punjab,inactive,ORD100551,4913.26,Screen Guard,Mobile Accessories,2025-04-22 09:43:45,fulfilled,no,SELL1023,"Sidhu, Wadhwa and Krishnamurthy Retail",Raipur,3.7
CUST10398,Meera Borde,Raebareli,Sikkim,active,ORD100458,44886.87,Cookbook,Books,2024-08-30 01:20:29,fulfilled,yes,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10303,Qushi Gill,Nadiad,Nagaland,active,ORD100183,8881.83,Cookware Set,Home & Kitchen,2025-11-18 02:08:44,fulfilled,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10034,Chakrika Bains,Panipat,Andhra Pradesh,new,ORD100137,37565.91,Running Shoes,Footwear,2025-08-03 02:26:38,fulfilled,no,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10164,Saksham Sarna,Chennai,Haryana,active,ORD101160,38597.87,Puzzle,Toys & Games,2026-02-27 22:48:41,fulfilled,no,SELL1021,"Tak, Chand and Batta Retail",Jamnagar,4.5
CUST10624,Urvashi Andra,Bidar,Meghalaya,new,ORD100706,21919.22,Sandals,Footwear,2024-09-01 23:29:46,fulfilled,no,SELL1013,Loke Ltd Retail,Narasaraopet,3.8
CUST10264,Advay Dugar,Shimla,West Bengal,new,ORD100581,22791.16,Cricket Bat,Sports,2024-09-26 00:06:51,fulfilled,no,SELL1016,Balay LLC Retail,Agartala,3.8
CUST10500,Arya Seshadri,Madhyamgram,Odisha,inactive,ORD100080,15336.27,Silver Earrings,Jewelry,2025-09-06 14:10:12,fulfilled,no,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10095,Bakhshi Mane,Kadapa,Chhattisgarh,active,ORD100768,11559.01,Smartphone,Electronics,2026-04-12 01:36:54,processing,yes,SELL1019,Koshy Ltd Retail,Bhimavaram,3.5
CUST10291,Chasmum Walia,Rewa,Odisha,dormant,ORD100869,3975.57,Gold Necklace,Jewelry,2025-04-06 15:52:41,fulfilled,no,SELL1012,Patla-Gaba Retail,Raichur,3.5
CUST10476,Banjeet Bobal,Solapur,Gujarat,dormant,ORD100761,34069.89,T-Shirt,Fashion,2025-06-28 00:40:11,fulfilled,no,SELL1005,Ahuja-Dutta Retail,Mau,4.5
CUST10692,Nachiket Magar,Mahbubnagar,Gujarat,inactive,ORD100029,38354.86,Saree,Fashion,2025-11-28 22:01:23,fulfilled,yes,SELL1002,Balay-Balan Retail,Bellary,3.9
CUST10138,Ranveer Oza,Deoghar,Rajasthan,new,ORD100541,35418.79,Puzzle,Toys & Games,2026-01-20 04:18:14,lost_parcel,no,SELL1011,Kaul Inc Retail,Alwar,4.3
CUST10415,Hardik Contractor,Chinsurah,Manipur,dormant,ORD100165,41475.88,Badminton Racket,Sports,2026-04-10 07:58:44,fulfilled,no,SELL1018,"Tata, Randhawa and Shanker Retail",Bilaspur,4.7
CUST10213,Janaki Trivedi,Bhilai,Gujarat,dormant,ORD100248,42384.35,Exam Guide,Books,2026-01-25 17:56:12,fulfilled,no,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10335,Vanya Dua,Medininagar,Kerala,active,ORD100307,37788.6,Badminton Racket,Sports,2025-04-08 12:41:11,fulfilled,no,SELL1024,"Yadav, Loke and Oak Retail",Durg,4.9
CUST10204,Praneel Banik,Rajahmundry,Karnataka,new,ORD100447,1777.31,Headphones,Electronics,2024-11-29 08:43:25,fulfilled,no,SELL1022,"Dutta, Sami and Bhatt Retail",Eluru,4.0
CUST10357,Anay Wagle,Jorhat,Jharkhand,active,ORD100346,13606.89,Smart Watch,Electronics,2024-06-02 20:19:25,fulfilled,yes,SELL1008,"Lalla, Bassi and Sharaf Retail",Burhanpur,4.1
CUST10550,Chavvi Aurora,Jhansi,Telangana,inactive,ORD100334,9497.77,Saree,Fashion,2024-08-19 15:41:41,fulfilled,yes,SELL1003,Tiwari PLC Retail,Kishanganj,3.8
CUST10095,Umang Mishra,Dhule,Tamil Nadu,inactive,ORD100285,9388.36,Jacket,Fashion,2025-11-19 02:41:46,fulfilled,no,SELL1011,Kaul Inc Retail,Alwar,4.3
